text,hoax
"Covid-19 Adalah Bakteri yang Terpapar Radiasi, Sumber: Kementerian Kesehatan Rusia",1
Data Vaksinasi COVID-19 (Update per 6 Mei 2021),0
Presiden Jokowi Beri Arahan Khusus Penanganan COVID-19 di Tiga Provinsi,0
"Cilandak Barat, Jakarta Selatan sudah dideklarasikan sebagai sebuah klaster zona merah baru",1
Indonesia Miliki Dua Opsi Pengembangan Vaksin COVID-19,0
Kebijakan Kesehatan dan Pemulihan Ekonomi Harus Berjalan Beriringan,0
Akun Palsu Bupati Pasuruan Minta Penggalangan Dana Covid-19,1
Pemerintah Ingatkan Pandemi Tak Kenal Kata Libur,0
Pembukaan Sekolah Harus Melalui 5 Tahapan,0
Data Vaksinasi COVID-19 (Update per 11 April 2021),0
Data Vaksinasi COVID-19 (Update per 28 April 2021),0
Video ini demo di Amerika. saat ini di masa pandemik #COVIDー19,1
Nasi Padang Menjadi Sumber Penularan Covid-19,1
"Suara Komunitas, Persepsi Masyarakat Terhadap COVID-19",0
Pasien Isolasi Harian dan ICU di 98 RS Rujukan COVID-19 DKI Jakarta Turun 22%,0
"Kasus Terkonfirmasi Positif COVID-19 Bertambah 693, Total Sembuh 4.575 Orang",0
Minum Minyak Kayu Putih Dapat Menyembuhkan COVID-19,1
Destinasi Wisata Diminta Antisipasi Munculnya Klaster Libur Panjang,0
Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh,1
Infografis COVID-19 (13 Juni 2020),0
Kesembuhan Harian di DKI Jakarta dan Aceh Naik Pesat,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 09 Mei 2021),0
Obat COVID-19 Dexamethasone Lebih Murah dari Harga Vaksin COVID-19,1
[FALSE] “Italy Announces Its Surrender”,1
Pasien Sembuh Covid-19 Semakin Bertambah Menjadi 546.884 Orang,0
Kemampuan Testing Spesimen Per Hari Meningkat Melebihi 40 Ribu Perhari,0
Data Vaksinasi COVID-19 (Update per 25 April 2021),0
"Campuran Air Kelapa Muda, Jeruk Nipis, dan Garam Dapat Mematikan Virus Corona",1
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.426.145 Orang,0
BPOM Bagi Resep Pangan Aman Selama Masa Pandemi COVID-19,0
Konser Virtual Hibur Warga Aman dari COVID-19,0
Dokter Reisa Bagi Tips Protokol Kesehatan COVID-19 di Pusat Perbelanjaan,0
Satgas PEN: Realisasi Anggaran Pemulihan Ekonomi Nasional Optimistis Tercapai,0
"TERKUAK, Ternyata Jemaah Haji Indonesia Ditolak Bukan Karena Covid 19",1
Vaksin COVID-19 Efektif Tangkal Mutasi Virus COVID-19,0
Kota Tarakan Kalimantan Utara Bebas Covid-19,1
Infografis COVID-19 (17 Juli 2020),0
Foto Bupati Gowa dengan Narasi Lockdown Tanggal 19-27 Desember,1
Perubahan Perilaku Kunci Penanganan Pandemi Berkelanjutan,0
Strategi Pemerintah dengan program PEN Perbaiki Perekonomian,0
Panduan Pelaksanaan Salat Idul Adha di Masa Adaptasi Kebiasaan Baru,0
"PSBB Jawa Barat, Angka Kasus COVID-19 Turun",0
Bantuan Sosial Tunai (BST) 600 Ribu Sudah Dapat Dicairkan,1
Risiko Kematian COVID-19 Dipengaruhi Usia Dan Riwayat Komorbid,0
KemenPAN-RB: ASN Dilarang Mengajukan Cuti Selama COVID-19,0
Infografis COVID-19 (27 Mei 2020),0
"Pandemi Corona, Anies Baswedan: Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila",1
Satgas Covid-19: Jangan Takut dan Ragu Karena Vaksin Aman dan Halal,0
"[Update] – COVID-19 Sabtu: 1.155 Positif, 59 Sembuh, dan 102 Meninggal",0
Mamah Dedeh: Protokol Kesehatan Harus Dimulai Dari Diri Sendiri,0
Survei IPSOS: 80% Masyarakat Indonesia Sambut Vaksinasi,0
Pemerintah Pusat Siap Dukung Penuh Penanganan di Kudus,0
 3 Cara Penuhi Kebutuhan Vaksin Dalam Negeri,0
"Perkuat Komitmen Multilateral, COVAX Facility Kembali Kirimkan 1,39 Juta Dosis Vaksin ke Indonesia",0
Kemendikbud: Kolaborasi Kunci Kesuksesan Kegiatan Belajar Mengajar dari Rumah,0
"Subsidi Listrik PLN, Langkah Tepat Jaga Daya Beli Masyarakat",0
Lima Langkah Efektif di Pesantren dalam Mencegah COVID-19,0
Tingkat Hunian Tower 4 dan Tower 5 Flat Isolasi Mandiri Meningkat,0
Kasus Meninggal Akibat COVID-19 Paling Banyak Usia 30-59 Tahun,0
Formulir Online untuk Banpres Produktif oleh Kementerian Koperasi dan UKM,1
Infografis COVID-19 (08 Juli 2020),0
Kabupaten/Kota Dengan Kasus Aktif Diatas 1.000 Jumlahnya Menurun,0
Mendagri Ingatkan Protokol Perjalanan Hingga Tujuan Saat Libur Panjang,0
Menhan Serahkan Bantuan Tiongkok ke Gugus Tugas COVID–19,0
Data Vaksinasi COVID-19 (Update per 23 Maret 2021),0
Apakah Vaksin COVID-19 Hanya Untuk Peserta BPJS?,0
Covid-19 Singkatan dari Certificate of Vaccination Identification with Artificial Intelligence,1
Para Pemangku Kepentingan Vaksin COVID-19 Diminta Patuhi Ketentuan Perpres No. 99 Tahun 2020,0
Apa kabar Uji Klinik Vaksin COVID-19?,0
Perkembangan Baik Indonesia Akan Berkontribusi Terhadap Menurunkan Kasus Dunia,0
Arab Saudi merayakan masa berakhirnya LOCKDOWN,1
Pemerintah Membagikan Kuota 10GB Gratis sebagai Insentif untuk Melawan COVID-19,1
Hoaks: WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah,0
Awas Hoaks - Vaksin COVID-19 Mengandung Magnet,0
Peniadaan Mudik Karena Indonesia Belajar Dari Perkembangan di India ,0
Vaksin Dapat Cegah dan Kendalikan Wabah Penyakit,0
Data Vaksinasi COVID-19 (Update per 7 Maret 2021),0
Data Vaksinasi COVID-19 (Update per 11 Mei 2021),0
Presiden: Fokuskan Semua Kekuatan Kita pada Upaya Penanganan COVID-19,0
Pasien Sembuh Terus Meningkat Mencapai 1.654.557 Orang,0
Gambar Tangkapan Layar Berita Viva.co.id Berjudul Kementan Produksi Massal Kalung Antivirus Corona Bulan Depan Dengan Foto Headline Kalung Bertaring,1
Penambahan Pasien Sembuh Mencapai Angka Tertinggi Sebanyak 12.848 Orang Per Hari,0
Data Vaksinasi COVID-19 (Update per 26 April 2021),0
Pikiran Positif Senjata Sita Taklukan Corona,0
Tiga Sebelum Tiga: Tips Siap Divaksin dari dr. Reisa,0
Hindari Menyentuh Barang dengan Tangan,0
Pasien Sembuh Mencapai 199.403 Kasus,0
Perpres Nomor 82 Tahun 2020 untuk Pastikan Keseimbangan Penanganan Kesehatan dan Pemulihan Ekonomi,0
Satgas: Segera Laporkan Jika Ada KIPI Dari Vaksinasi Covid-19,0
Kemenag Alokasikan Bantuan Pemulihan Ekonomi untuk Pendidikan Keagamaan,0
Menekan Penyebaran COVID-19 di Masa Libur Panjang,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 18 April 2021),0
Pemerintah Perkenalkan Juru Bicara Vaksinasi COVID-19,0
Tiga Hotel Isolasi Mandiri di DKI Terisi 396 Pasien,0
Sumatera Barat Mencatatkan Kesembuhan Harian Naik Pesat Mencapai 1.176 Orang,0
bupati Luwu Utara terbaring di RS karena terjatuh dari motornya waktu antar BanSos COvid-19,1
Pasien Berstatus Positif Covid-19 di Wilayah Tiban Melarikan Diri,1
Kaesang pengarep mampu menangani virus Corona di Jakarta asal menjadi gubernur DKI,1
Italia Tidak Bisa Mengontrol Virus dan Mengucapkan Selamat Tinggal kepada Dunia,1
Infografis COVID-19 (14 September 2020),0
Ahli Gizi: Pasien COVID-19 Konsumsi Protein dan Energi Lebih Tinggi,0
Cerita Ketika Ketua Gugus Tugas Berkantor dan Rapat di Rest Area KM 360,0
Pergantian Kepemimpinan Satgas Akan Memacu Penanganan Pandemi di Indonesia,0
Kesembuhan Kumulatif Terus Bertambah Menjadi 516.656 Orang,0
"Uji Sampel COVID-19, Satu Orang Bisa Lebih dari Satu Spesimen",0
Tulisan Aa Gym PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI,1
"Awas Disinformasi - “Yang bikin banyak positif bukan acara pernikahannya, tapi testnya”",1
Presiden: Siapkan Terobosan Baru untuk Percepat Penanganan Pandemi,0
Upaya Yogyakarta Membuka Kembali Sektor Pariwisata,0
Kunyah Daun Sirih Untuk Mengatasi Covid-19,1
Bio Farma Siapkan 13 Juta Vaksin COVID-19 Dalam Waktu Dekat,0
Pemerintah Periksa 14.354 Spesimen Terkait COVID-19,0
"Bukan Konspirasi, Virus SARS-CoV-2 Penyebab COVID-19 Ancaman Nyata di Sekitar Kita",0
"Menuju Zona Aman COVID-19, Simak Langkah Penting Berikut Ini",0
Petugas Kebersihan SMAN 10 Yogyakarta Positif Virus Corona,1
Pedagang di Pasar Segiri Positif Covid-19,1
Sentra Vaksinasi Bersama COVID-19 BUMN Kini Hadir di 5 Lokasi,0
Tentara Angkatan Laut Australia Mengalami Efek Samping Parah setelah Divaksin Covid-19,1
Analisis Data COVID-19 Indonesia (Update Per 16 Mei 2021),0
Polisi di Sumba Timur Bawa Rotan untuk Tertibkan Warga,1
[BERITA] Perkembangan Chloroquine Untuk Obat COVID-19,1
Satgas Covid-19 Akselerasi Terwujudnya Sistem Satu Data,0
Jokowi Berada dalam Kerumunan,1
Berbagi Pesan dan Pengalaman Seorang Perawat Pasien COVID–19,0
Jumlah Kasus Aktif Di Berbagai Daerah Cenderung Menurun,0
Kabupaten dan Kota Menuju Aman dan Produktif COVID-19,0
Dubes RI untuk Uni Emirat Arab: Dengan Vaksin Insya Allah Kita Akan Sehat,0
"Donor Plasma Konvalesen, Membantu Menyembuhkan Penderita Covid ",0
Video salah satu pejabat pemerintah Denmark meregang nyawa saat mengumumkan pelarangan vax astrazeneca,1
Hasil Survey : Masyarakat Indonesia Optimistis Ekonomi Segera Pulih,0
Apa Tantangan Vaksinasi COVID-19 Untuk Lansia?,0
712 Pasien Masih Jalani Rawat Inap di RS Darurat Wisma Atlet,0
Tips Kesehatan Jiwa Menghadapi Situasi Dampak Pandemi COVID-19,0
Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,1
Pemberian Vaksin AstraZeneca Non Batch CTMAV547 Tetap Dilanjutkan,0
Aktris Olla Ramlan Tetap Produktif Saat Pandemi,0
Antusiasme Masyarakat Dukung Uji Klinis Vaksin COVID-19,0
Data Vaksinasi COVID-19 (Update per 13 Mei 2021),0
Pasien Sembuh Terus Meningkat Mencapai 1.530.718 Orang,0
Infografis COVID-19 (15 Mei 2020),0
Pasien Sembuh Dari COVID-19 Total Mencapai 129.971 Orang,0
Pasien Sembuh Bertambah Lagi Sebanyak 4.048 Orang,0
"Ini ada ratusan nyawa dokter yang sudah menjadi korban, Pak Menkes bilang jangan dibesar-besarkan",1
Melawan Hoaks Saat Pandemi Melalui Pemahaman Literasi Digital,0
"Kasus Terkonfirmasi Positif COVID-19 10.843, Pasien Sembuh Jadi 1.665",0
Pemerintah Perketat Skrining Kedatangan Internasional Terkait Temuan Varian E484K ,0
Upaya Pemerintah DKI Jakarta dan Sumatera Utara dalam Penanganan COVID-19,0
Presiden: Jaga Bahan Pokok Tetap Tersedia dan Terjangkau oleh Masyarakat,0
Persetujuan Penggunaan Obat dalam Kondisi Darurat,0
"SIKM Syarat Masuk Wilayah DKI Jakarta, Simak Penjelasan Berikut Ini",0
"KABAR GEMBIRA Menag Fachrul Razi Tarik Ucapannya, Ibadah Haji 2020 Bisa Dilaksanakan, Ini Syaratnya",1
Data Vaksinasi COVID-19 (Update per 12 Maret 2021),0
"Anosmia Bukan Gejala khas Virus, Minum aja Mecobalamin 5 cap setiap 1 jam sampai diare ringan",1
"test Ge Nose C19, Mudah n murah. Rp 15 rb, 10 detik, akurasi 99,9%. Gak hrs swab, gak hrs diambil darah",1
Yuri: Data Kasus COVID-19 di Indonesia Tidak Bisa Dibandingkan Negara Lain,0
COVID-19 adalah tipuan terbesar yang pernah dilakukan dan hanya flu buruk lainnya,1
Sultan HB X Sebut Positif-Negatif Covid-19 Sama Saja Karena Semua Orang Pasti Meninggal,1
Data Vaksinasi COVID-19 (Update per 31 Mei 2021),0
"Takut Dibunuh, Ahli Virus China Kabur ke AS: Saya Bersaksi Covid-19 Hasil Persekongkolan Jahat",1
Data Vaksinasi COVID-19 (Update per 23 Februari 2021),0
Tulisan ini dari kawan-kawan komunitas IDI (Ikatan Dokter Indonesia),1
Tahapan Kedatangan Vaksin COVID-19 di Indonesia,0
Kesembuhan COVID-19 di Jawa Tengah Meningkat,0
Pasien Sembuh Terus Meningkat Mencapai 1.526.978 Orang,0
Satgas COVID Sebut Upaya Menekan Persebaran COVID Buahkan Hasil,0
Yuri: Jumlah Pasien Sembuh COVID-19 Hari Ini Cukup Menggembirakan,0
Puncak Persebaran Virus Corona 4 April Hingga 18 April 2020,1
Ujar Xi Jin Ping Hanya Indonesia Yg Mampu Mengendalikan Covid 19,1
Pasien Sembuh Dari COVID-19 Terus Bertambah Menjadi 345.566 Orang,0
Posko Daerah Dapat Mencegah Penularan Hingga Tingkatan Terkecil Dalam Masyarakat,0
Dukungan Peneliti Upayakan Pencegahan dan Pengobatan COVID-19,0
Pesan Pemimpin Agama Lindungi Diri Lindungi Sesama Selama Pandemi,0
Pencapaian Positif Tingkat Kesembuhan Terjadi di Berbagai Daerah,0
"SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI",1
Penundaan AstraZaneca Mengedepankan Azas Kehati-hatian,0
Kerumunan Pemicu Klaster Baru,0
"HOAKS: Video Perawat Pingsan Setelah Mendapat Vaksin COVID-19, Potensi Genosida Massal",0
Awas Hoaks Video jarum suntik menghilang saat proses vaksinasi,0
"Pasien Sembuh COVID-19 Naik Jadi 33.529, Kasus Positif Bertambah 1.611 dan Meninggal 52",0
Pasien Sembuh Bertambah Hingga Melebihi 1.711.565 Juta Orang,0
Apa Saja Rekomendasi Vaksinasi untuk Dewasa Khususnya Selama Pandemi?,0
Merokok Menghadang Virus Corona Masuk ke Paru-Paru,1
Kasus Sembuh Mingguan di Empat Provinsi Jauh Lebih Baik,0
Pembuatan group WhatsApp ‘INFO WILAYAH PENULARAN COVID-19’ dan pembagian VAKSIN,1
Satgas: Vaksin AstraZeneca Tidak Terindikasi Menyebabkan Pembekuan Darah,0
Satgas: Kasus Lolosnya WNI Tanpa Karantina Tidak Bisa Ditolerir,0
Covid-19 Tidak Murni Sebabkan Kematian,1
Pasien Sembuh di Flat Isolasi Mandiri 145 OTG,0
Ketua Gugus Tugas Menerima Bantuan Ventilator COVENT-20 Penanganan Pasien COVID-19,0
Foto Lagi lagi corona tka cina makasih banyak yang datang ke Indonesia trs bawa amunisi,1
Tangkapan Layar Berita RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China,1
"Peniadaan Mudik Berlaku Menyeluruh, Transportasi di Wilayah Aglomerasi Tetap Beroperasi untuk Kebutuhan Esensial",0
Perjuangan Dokter Sri Riyanti Melawan Pandemi dari Ujung Timur Indonesia,0
Kalbar dan Riau Layak Jadi Acuan Penanganan Covid-19,0
Sosialisasi Perubahan Perilaku Menjadi Upaya Pemerintah Menekan Penularan Covid-19,0
Efikasi dan Efektivitas: Faktor Penting Vaksin Berkualitas,0
"Yuri: Tenaga Kesehatan Bekerja Mati-Matian Tangani COVID-19, Mari Dukung Mereka dengan Mengubah Perilaku",0
Gugus Tugas Ambil Langkah Responsif Tangani Persoalan RS Darurat Wisma Atlet,0
Penularan COVID-19 Sangat Mungkin Terjadi dalam Perjalanan Mudik,0
Kegiatan Keagamaan dan Kegiatan Sosial Harus Mematuhi Protokol Kesehatan,0
Pemerintah Apresiasi Inisiatif Unit Pemda dalam Penanganan COVID-19,0
Data Vaksinasi COVID-19 (Update per 1 Mei 2021),0
Vaksin COVID-19 Dipastikan Aman Sebelum Diberikan Kepada Masyarakat,0
Yuri: Pasien Sembuh COVID-19 Cenderung Meningkat,0
Masyarakat Disarankan Tidak Menunda Vaksinasi Karena Kekhawatiran Varian Baru Covid-19,0
"Vaksinasi Lansia Sudah Siap, Perlu Dukungan Semua Pihak Menyukseskannya",0
Vaksin COVID-19 Tidak Perlu Dikhawatirkan Masyarakat,0
"Awas Hoaks - “Vaksin Sinovac, Vaksin Yang Sebenarnya Diperuntukkan Untuk Ayam”",1
Infografis COVID-19 (12 September 2020),0
Yg vaksin jgn Lupa Kalau bisa sesuaikan Surat vaccine Nanti itu namanya sesuai Passport,1
IDI tolak yg Pertama dpt Vaksin Sinovac China,1
Aktor Javed Haider menjual sayuran karena tidak ada pekerjaan akibat pandemi #COVID19,1
Dokter Reisa: Penanganan Korban Kekerasan Selama Pandemi Harus Lebih Cermat,0
Nama AstraZeneca Memiliki Arti ‘Senjata yang Mematikan’,1
Analisa Data Terintegrasi Sebagai Landasan Pemulihan Aktivitas Masyarakat Produktif dan Aman COVID-19,0
Pasien Sembuh Terus Bertambah Menjadi 1.399.382 Orang,0
Nomor Palsu Satgas Covid-19 Beredar di Whatsapp,1
Video Tanah abang penuh bray,1
Ramadan di Rumah Tak Mengurangi Kualitas Ibadah,0
COVID-19 adalah Akronim dari Certification Of Vaccination Identification 2019 dan Penanaman Barcode Implan di Wuhan pada Tahun 2019,1
Pesan Berantai Adidas Berikan Masker,1
Meningkatnya Kepatuhan Protokol Kesehatan Saat PPKM Mikro Sejalan Dengan Penurunan Kasus Positif,0
Yuri: Manajemen Informasi Penting untuk Kendalikan Kepanikan,0
Indonesia Siap Produksi Ventilator Lokal Tangani Pasien COVID-19,0
Enam Penumpang Kapal di Pelabuhan Samudera Terduga Positif Corona,1
Pemda Harus Segera Antisipasi Libur Lebaran Agar Perkembangan Zonasi Risiko Membaik ,0
Bantuan Penanganan Covid-19 untuk Pondok Pesantren dan Panti Asuhan oleh Wakil Ketua DPRD Pasuruan,1
Fatwa MUI Bentuk Ikhtiar Mewujudkan Kekebalan Komunitas,0
Proses Uji Klinis Vaksin COVID-19 Tahap Tiga: Belum Ada Laporan Negatif,0
Masyarakat Perlu Memahami Upaya Penanganan COVID-19 Agar Tidak Tersesat Informasi,0
Akun Facebook Bupati Bekasi Meminta Sumbangan Dana Covid-19,1
Kapal Rute Banda Aceh Sabang Distop karena Virus Corona,1
Pada ngeyel pakai masker itu kalau sakit aja. Panduan WHO sudah berubah d sini masiiiih aja 3M sampai setahun,1
Terapkan 4 Sehat 5 Sempurna Kekinian Hadapi COVID-19,0
"Konser Berbagi Kasih untuk COVID-19, Terkumpul Dana 4 M Hingga Lelang Motor Listrik Tanda Tangan Jokowi",0
Kesembuhan Kumulatif Mencapai 228.453 Kasus,0
Waspada Ancaman Demam Berdarah di Masa Pandemi,0
Aplikasi Fight COVID-19 Butuh Dukungan Penuh untuk Digunakan Secara Nasional,0
Surat Undangan Doa Bersama Mengatasnamakan Gubernur Jawa Timur,1
Pemerintah Pantau Perkembangan Varian Baru Virus COVID-19,0
Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,1
Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,1
"Kesembuhan Mingguan Mengalami Kenaikan 14,1%",0
Menggunakan Masker Sebabkan Infeksi Staph,1
Vaksinasi Atlet Penting Untuk Menjaga Semangat Juang di Kejuaraan Internasional,0
"Waspada Tuberculosis di Tengah Pandemi, Ini Perbedaan dengan COVID-19",0
Lengkapi Informasi dan Pengetahuan COVID-19 dari Sumber Resmi,0
Kasus Aktif Di Bawah 100.000,0
Presiden Akan Tinjau Fasilitas Produksi dan Pelaksanaan Uji Klinis Vaksin COVID-19,0
Ustad Abdul Somad Ingatkan Dosa Besar Pembalakan dan Pembakaran Hutan,0
Ada 74 Kabupaten/Kota Tanpa Kasus Aktif,0
"Peta Kasus Covid DKI DKI kembali Zona Merah, Bogor Zona Hitam",1
IDI Tekankan Dokter Terus Pantau Kesehatan Warga yang Isolasi Mandiri,0
Tenaga Kesehatan dan Vaksinator Siap Laksanakan Vaksinasi COVID-19,0
"Kasus Positif COVID-19 Jadi 14.265, Pasien Sembuh 2.881 Orang",0
Jokowi Kejang dan Meninggal Dunia setelah Disuntik Vaksin,1
Dana Hibah Pariwisata untuk Bangkitkan Kembali Industri Pariwisata,0
Lebih Dari 700 Ribu Orang Sudah Menerima Vaksin COVID-19,0
Infografis COVID-19 (11 Mei 2020),0
mayat positif covid 19 dikuburkan masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam),1
Data Vaksinasi COVID-19 (Update per 8 Maret 2021),0
Pasar Wameo dan Karya Nugraha Ditutup Selama 1 Minggu,1
Total Pasien COVID-19 yang Sembuh Jadi 105.198 Kasus,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.461.414 Orang,0
Sepertiga Dari Sasaran SDMK Telah Menerima Vaksin,0
Kepatuhan Protokol Kesehatan Membaik Menghasilkan Capaian Positif,0
"Pengaruhi Berbagai Sektor, Kebijakan Penanganan COVID-19 Dilakukan Melalui Pertimbangan Matang",0
Gugus Tugas Nasional Distribusikan Masker Melalui PWNU untuk Warga Jatim,0
"Jokowi: Sengaja Saya Bedakan Mudik & Pulang Kampung, untuk Mengelabui Virus Corona",1
PSBM Terbukti Tekan Penyebaran COVID-19 di Daerah,0
Kiat Pemerintah Dalam Melindungi Anak di Masa Pandemi COVID-19,0
Infografis COVID-19 (25 Oktober 2020),0
Bantuan PCR Pemerintah Republik Korea Berkapasitas 32.200 Tes,0
[BERITA] Menara Jaringan Telekomunikasi 5G di Inggris Dibakar karena Hoax Virus Corona,1
Dirut RSUI bersama 2 Direktur RSUI lainnya dan 10 staff RSUI saat ini dirawat di RSUI terkena Covid,1
"Jadi Relawan Vaksin COVID-19, Ridwan Kamil Tak Rasakan Efek Samping",0
Menristek Tekankan Pentingnya Optimalisasi Riset dan Inovasi Hadapi the New Normal,0
Presiden Memastikan Vaksin COVID-19 Gratis untuk Masyarakat,0
Komnas KIPI: Tidak Ada Yang Meninggal Karena Vaksinasi COVID-19,0
Video vaksin AstraZeneca menggunakan MRC-5,1
Protokol Kesehatan Harus Diterapkan Dalam Penanggulangan Bencana,0
Presiden Kembali Tekankan Pentingnya Strategi Intervensi Lokal dan Penggunaan Masker,0
Awas Hoaks: Makan Bawang Mentah dan Garam Bisa Ubah Positif COVID-19 Menjadi Negatif Setelah 15 Menit,1
"Blusukan ke Pasar Bitingan, Ketua Satgas Pastikan Penerapan 3M Berjalan Optimal",0
Analisis Data COVID-19 Indonesia (Update Per 15 November 2020),0
"Terlibat Pembuatan COVID-19 di China, FBI Menangkap Profesor Harvard",1
Pembinaan Olahraga di Masa Pandemi COVID-19,0
Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 10 Januari 2021),0
Enam Institusi Kembangkan Vaksin Merah Putih,0
Awas Hoaks: Vaksin Sinovac memberi efek samping pembesaran alat kelamin,0
Infografis COVID-19 (13 Mei 2020),0
Penambahan Pasien Sembuh Harian Capai 2.317 Orang,0
Data Vaksinasi COVID-19 (Update per 27 Mei 2021),0
Infografis COVID-19 (4 September 2020),0
"Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan dan Akan Diajukan oleh Pihak Grab untuk Memberi Insetif 200rb per Hari.",1
Satgas COVID-19: Kluster Perkantoran Bukti Penerapan Protokol Masih Lengah,0
Peningkatan Kasus Aktif Tidak Bisa Ditoleransi,0
Pembukaan Sembilan Sektor Ekonomi Utamakan Aspek Kesehatan,0
Pasien Sembuh Terus Meningkat Mencapai 11 Ribu Orang Per Hari,0
Satgas Imbau Agar Penyampaian Aspirasi Tetap Perhatikan Protokol Kesehatan,0
Gugus Tugas Salurkan Rp200 Miliar Donasi Masyarakat,0
Menteri Kesehatan: Gandeng Semua Elemen Sukseskan Program Vaksinasi,0
Infografis COVID-19 (22 Mei 2020),0
Menristek/Kepala BRIN Dorong Riset Pangan dan Nutrisi sebagai Solusi Penanganan Stunting di Tengah Pandemi COVID-19,0
Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya,1
COVID-19 Task Force Reminds To Pay Attention To Weekly Developments To Improve Pandemic Management,0
Harga Vaksin di Indonesia 1000% Lebih Mahal Daripada di Brazil,1
Link Program Bantuan Pulsa 200 Ribu dan Kuota 75 GB,1
Lima Tahapan Menuju Masyarakat Aman COVID-19 dan Produktif,0
"Ketua Gugus Tugas: Jaga Jarak Mudah Diucapkan, Tetapi Sulit Dilakukan",0
Ramuan Penangkal Covid-19 oleh Kemenkes,1
Dokter Reisa Sarankan Ganti Masker Setelah Empat Jam Pemakaian,0
Hoaks: Danramil Kebomas di Gresik Meninggal Akibat Disuntik Vaksin COVID-19,0
Putri Indonesia Beri Dukungan Moril Kepada Gugus Tugas COVID-19,0
Infografis COVID-19 (02 Juli 2020),0
Pasien Sembuh Sudah Mencapai 142.958 Kasus,0
Kemendikbud Terbitkan Pedoman Penyelenggaraan Belajar dari Rumah,0
Presiden Jokowi Ajak Negara Gerakan Non-Blok Tingkatkan Solidaritas Politik dalam Melawan COVID-19,0
"1,1 Juta Dosis Vaksin AstraZeneca Tiba Di Tanah Air",0
Bio Farma Produksi Vaksin COVID-19 Dari Bahan Baku Vaksin Hasil Kerja Sama dengan Sinovac,0
UNICEF meminta sekolah agar memiliki rencana pembelajaran jarak jauh dan akses ke layanan penting Beranda »,0
Satgas Ingatkan Pemda Tak Lengah Sikapi Zonasi,0
"Penambahan Kasus COVID-19 Sentuh Angka 993, Total Menjadi 30.514",0
